"","Transformation","MAE","MAE_Round","MAE_Floor","MAE_Ceiling"
"1","quality_log",0.500195606852057,0.443712246018671,0.633168588687534,0.648727805235219
"2","quality_sqrt",0.501303882302199,0.444810543657332,0.618341570565623,0.658429434376717
"3","quality_cbrt",0.50083905994131,0.444261394838002,0.62255171151382,0.65531759106718
"4","quality_exp",0.506751877771383,0.449752883031302,0.590518030386235,0.683690280065898
"5","quality_logis",0.504662486202066,0.447556287753981,0.602965403624383,0.67014460918909
